Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_USD,Job_Category
2022,Data Analyst,MI,FT,8455055.0,US,US,M,0.0,101460.66,Data Analytics
2022,Data Engineer,EX,FT,19255819.0,US,US,M,100.0,231069.828,Data Engineering
2022,Data Scientist,MI,FT,5206869.0,GB,GB,M,0.0,62482.428,Data Science
2022,Data Engineer,MI,FT,6248275.0,GB,GB,M,0.0,74979.3,Data Engineering
2022,Data Engineer,MI,FT,4165543.0,GB,GB,M,0.0,49986.516,Data Engineering
2022,Data Engineer,EN,FT,3644840.0,GB,GB,M,100.0,43738.08,Data Engineering
2022,Data Scientist,SE,FT,9561071.0,US,US,M,100.0,114732.852,Data Science
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Engineer,SE,FT,14476875.0,US,US,M,0.0,173722.5,Data Engineering
2022,Data Engineer,SE,FT,17514043.0,US,US,M,0.0,210168.516,Data Engineering
2022,Data Engineer,SE,FT,12737486.0,US,US,M,0.0,152849.832,Data Engineering
2022,Data Analyst,EX,FT,10344035.0,US,US,M,100.0,124128.42,Data Analytics
2022,Data Analyst,EX,FT,8752645.0,US,US,M,100.0,105031.74,Data Analytics
2022,Data Analyst,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Analyst,SE,FT,8983397.0,US,US,M,100.0,107800.764,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Engineer,SE,FT,13160795.0,US,US,M,100.0,157929.54,Data Engineering
2022,Data Engineer,SE,FT,10528636.0,US,US,M,100.0,126343.632,Data Engineering
2022,Data Engineer,SE,FT,19407001.0,US,US,M,100.0,232884.012,Data Engineering
2022,Data Analyst,SE,FT,8695355.0,US,US,M,100.0,104344.26,Data Analytics
2022,Data Engineer,SE,FT,7455662.0,US,US,M,100.0,89467.944,Data Engineering
2022,Head of Data Science,EX,FT,13357730.0,US,US,M,100.0,160292.76,Managerial
2022,Analytics Engineer,EX,FT,13924663.0,US,US,M,100.0,167095.956,Data Analytics
2022,Data Engineer,SE,FT,8657162.0,US,US,M,0.0,103885.944,Data Engineering
2022,Data Scientist,SE,FT,7602866.0,US,US,M,0.0,91234.392,Data Science
2022,Data Engineer,SE,FT,8991354.0,US,US,L,0.0,107896.248,Data Engineering
2022,Data Analyst,SE,FT,10741883.0,US,US,M,100.0,128902.596,Data Analytics
2022,Data Science Manager,SE,FT,10912241.0,US,US,M,100.0,130946.892,Managerial
2022,Data Scientist,SE,FT,9787049.0,US,US,M,100.0,117444.588,Data Science
2022,Data Engineer,SE,FT,6248275.0,GB,GB,M,0.0,74979.3,Data Engineering
2022,Data Engineer,SE,FT,5206869.0,GB,GB,M,0.0,62482.428,Data Engineering
2022,Data Scientist,SE,FT,11935425.0,US,US,M,0.0,143225.1,Data Science
2022,Data Architect,SE,FT,15309172.0,CA,CA,M,100.0,183710.064,Data Engineering
2022,Data Architect,SE,FT,7216954.0,CA,CA,M,100.0,86603.448,Data Engineering
2022,Data Analyst,SE,FT,10344035.0,CA,CA,M,100.0,124128.42,Data Analytics
2022,Data Analyst,SE,FT,4877610.0,CA,CA,M,100.0,58531.32,Data Analytics
2022,Data Scientist,SE,FT,11028333.0,US,US,M,100.0,132339.996,Data Science
2022,Data Engineer,SE,FT,10821452.0,US,US,M,0.0,129857.424,Data Engineering
2022,Data Analyst,MI,FT,4615031.0,US,US,S,0.0,55380.372,Data Analytics
2022,Analytics Engineer,EX,FT,10741883.0,US,US,M,100.0,128902.596,Data Analytics
2022,Data Scientist,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Science
2022,Machine Learning Engineer,SE,FT,15090356.0,US,US,M,0.0,181084.272,Machine Learning
2022,Machine Learning Engineer,SE,FT,13128649.0,US,US,M,0.0,157543.788,Machine Learning
2022,ETL Developer,MI,FT,4372901.0,GR,GR,M,0.0,52474.812,Data Engineering
2022,Data Engineer,SE,FT,13160795.0,US,US,M,100.0,157929.54,Data Engineering
2022,Data Architect,SE,FT,11760372.0,US,US,M,100.0,141124.464,Data Engineering
2022,Data Engineer,SE,FT,8081874.0,US,US,M,100.0,96982.488,Data Engineering
2022,Data Analyst,SE,FT,10254519.0,US,US,M,100.0,123054.228,Data Analytics
2022,Data Analyst,SE,FT,7455662.0,US,US,M,100.0,89467.944,Data Analytics
2022,Head of Machine Learning,EX,FT,6289094.0,IN,IN,L,50.0,75469.128,Machine Learning
2022,Data Engineer,SE,FT,10528636.0,US,US,M,100.0,126343.632,Data Engineering
2022,Machine Learning Engineer,EN,FT,2967942.0,GB,GB,L,100.0,35615.304000000004,Machine Learning
2022,Data Analyst,SE,FT,13049398.0,US,US,M,0.0,156592.776,Data Analytics
2022,Data Engineer,SE,FT,12333273.0,US,US,M,100.0,147999.276,Data Engineering
2022,Machine Learning Engineer,MI,FT,9893115.0,GB,GB,M,0.0,118717.38,Machine Learning
2022,AI Scientist,MI,FT,9548340.0,US,US,M,0.0,114580.08,Machine Learning
2022,Data Analyst,SE,FT,8983397.0,US,US,M,100.0,107800.764,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Analytics Manager,SE,FT,11537578.0,US,US,M,100.0,138450.93600000002,Data Analytics
2022,Data Analytics Manager,SE,FT,8386625.0,US,US,M,100.0,100639.5,Data Analytics
2022,Data Engineer,MI,FT,9372412.0,GB,GB,M,0.0,112468.944,Data Engineering
2022,Data Scientist,SE,FT,17131313.0,US,US,L,100.0,205575.756,Data Science
2022,Data Engineer,SE,FT,12301445.0,US,US,L,100.0,147617.34,Data Engineering
2022,Data Analyst,SE,FT,9224810.0,US,US,M,0.0,110697.72,Data Analytics
2022,Data Analyst,SE,FT,6498123.0,US,US,M,0.0,77977.476,Data Analytics
2022,Data Engineer,SE,FT,13924663.0,US,US,M,100.0,167095.956,Data Engineering
2022,Data Analyst,MI,FT,4615031.0,US,US,S,0.0,55380.372,Data Analytics
2022,Data Engineer,SE,FT,14608960.0,US,US,L,100.0,175307.52,Data Engineering
2022,Data Analyst,MI,FT,4165543.0,GB,GB,M,100.0,49986.516,Data Analytics
2022,Data Scientist,SE,FT,14322510.0,US,US,M,100.0,171870.12,Data Science
2022,Data Scientist,MI,FT,3644840.0,GB,GB,M,0.0,43738.08,Data Science
2022,Data Engineer,MI,FT,5247529.0,GR,GR,M,100.0,62970.348,Data Engineering
2022,Data Engineer,MI,FT,3935587.0,GR,GR,M,100.0,47227.044,Data Engineering
2022,Data Engineer,MI,FT,4686166.0,GB,GB,M,100.0,56233.992,Data Engineering
2022,Data Science Engineer,SE,FT,4774170.0,AR,MX,L,100.0,57290.04,Other
2022,Machine Learning Scientist,MI,FT,12731120.0,US,US,L,100.0,152773.44,Machine Learning
2022,Data Science Manager,MI,FT,19176250.0,US,US,M,100.0,230115.0,Managerial
2022,Data Science Manager,MI,FT,12651551.0,US,US,M,100.0,151818.612,Managerial
2022,Data Scientist,SE,FT,6365560.0,US,US,M,0.0,76386.72,Data Science
2022,Data Engineer,SE,FT,8020606.0,US,US,L,100.0,96247.272,Data Engineering
2022,Data Engineer,MI,FT,3935587.0,ES,ES,M,100.0,47227.044,Data Engineering
2022,Data Scientist,SE,FT,11171558.0,US,US,L,0.0,134058.696,Data Science
2022,Data Analyst,MI,FT,3124137.0,GB,GB,M,100.0,37489.644,Data Analytics
2022,Data Analyst,MI,FT,2623725.0,ES,ES,M,100.0,31484.7,Data Analytics
2022,Data Engineer,MI,FT,6122077.0,ES,ES,M,100.0,73464.924,Data Engineering
2022,Data Engineer,MI,FT,8331086.0,GB,GB,M,100.0,99973.032,Data Engineering
2022,Data Engineer,MI,FT,5247529.0,ES,ES,M,100.0,62970.348,Data Engineering
2022,Machine Learning Engineer,SE,FT,15090356.0,US,US,M,0.0,181084.272,Machine Learning
2022,Machine Learning Engineer,SE,FT,13128649.0,US,US,M,0.0,157543.788,Machine Learning
2022,Data Engineer,MI,FT,6248275.0,GB,GB,M,100.0,74979.3,Data Engineering
2022,Data Scientist,SE,FT,17131313.0,US,US,L,0.0,205575.756,Data Science
2022,Data Engineer,MI,FT,6122077.0,GR,GR,M,100.0,73464.924,Data Engineering
2022,Data Engineer,SE,FT,16637982.0,US,US,L,100.0,199655.784,Data Engineering
2022,Data Engineer,SE,FT,12301445.0,US,US,L,100.0,147617.34,Data Engineering
2022,Data Engineer,SE,FT,14322510.0,US,US,M,100.0,171870.12,Data Engineering
2022,ML Engineer,EN,FT,1749176.0,PT,PT,L,100.0,20990.112,Machine Learning
2022,Machine Learning Developer,MI,FT,6269360.0,CA,CA,M,100.0,75232.32,Machine Learning
2022,Director of Data Science,EX,FT,15673521.0,CA,CA,L,50.0,188082.252,Managerial
2022,Machine Learning Engineer,MI,FT,9548340.0,US,US,S,100.0,114580.08,Machine Learning
2022,Computer Vision Engineer,EN,FT,9946188.0,US,US,M,0.0,119354.256,Other
2022,NLP Engineer,MI,FT,2962850.0,US,US,L,50.0,35554.200000000004,Data Science
2022,Lead Machine Learning Engineer,SE,FT,6996705.0,DE,DE,M,0.0,83960.46,Machine Learning
2022,Business Data Analyst,MI,FT,1467421.0,IN,IN,M,100.0,17609.052,Data Analytics
2022,Data Scientist,MI,FT,2515590.0,IN,IN,L,100.0,30187.08,Data Science
2022,Financial Data Analyst,EN,FT,7956950.0,US,US,L,50.0,95483.4,Data Analytics
2022,Data Scientist,EN,FT,1467421.0,IN,IN,M,100.0,17609.052,Data Science
2022,Principal Data Scientist,SE,FT,12943889.0,DE,DE,M,100.0,155326.668,Data Science
2022,Research Scientist,SE,FT,11458008.0,US,US,L,50.0,137496.096,Other
2022,Data Scientist,SE,FT,8346045.0,US,US,M,100.0,100152.54,Data Science
2022,Data Scientist,SE,FT,11139730.0,US,US,M,100.0,133676.76,Data Science
2022,Data Analyst,MI,FT,3978475.0,US,US,M,100.0,47741.7,Data Analytics
2022,Data Scientist,SE,FT,17505290.0,US,US,M,100.0,210063.48,Data Science
2022,Data Scientist,SE,FT,11139730.0,US,US,M,100.0,133676.76,Data Science
2022,Data Scientist,MI,FT,14579360.0,GB,GB,M,0.0,174952.32,Data Science
2022,Data Scientist,SE,FT,14728314.0,US,US,M,100.0,176739.768,Data Science
2022,Machine Learning Engineer,SE,FT,17505290.0,US,US,M,100.0,210063.48,Machine Learning
2022,Data Scientist,MI,FT,15913900.0,US,US,M,100.0,190966.8,Data Science
2022,Data Scientist,MI,FT,9548340.0,US,US,M,100.0,114580.08,Data Science
2022,Machine Learning Engineer,SE,FT,5172018.0,AE,AE,S,100.0,62064.216,Machine Learning
2022,Data Engineer,EX,FT,25780518.0,US,US,M,100.0,309366.216,Data Engineering
2022,Machine Learning Engineer,SE,FT,9548340.0,US,US,M,100.0,114580.08,Machine Learning
2022,Data Scientist,EN,PT,7956950.0,DZ,DZ,M,50.0,95483.4,Data Science
2022,Data Scientist,MI,FL,7956950.0,CA,US,M,100.0,95483.4,Data Science
2022,Applied Machine Learning Scientist,EN,CT,2536278.0,TN,CZ,M,100.0,30435.336,Machine Learning
2022,Principal Data Analyst,MI,FT,5967713.0,CA,CA,S,100.0,71612.556,Data Analytics
2022,Data Scientist,MI,FT,2831879.0,PL,PL,L,100.0,33982.548,Data Science
2022,Machine Learning Developer,SE,FT,6269360.0,CA,CA,M,100.0,75232.32,Machine Learning
2022,Data Engineer,EN,FT,4617816.0,PK,DE,M,100.0,55413.792,Data Engineering
2022,Data Scientist,SE,FT,13128968.0,US,US,M,100.0,157547.616,Data Science
2022,Research Scientist,SE,FT,7433940.0,FR,FR,L,50.0,89207.28,Other
2022,Data Scientist,EN,FT,4169124.0,CA,CA,L,100.0,50029.488,Data Science
2022,Head of Data,MI,FT,2623725.0,EE,EE,S,100.0,31484.7,Managerial
2022,Data Scientist,EN,FT,3182780.0,JP,MY,L,100.0,38193.36,Data Science
2022,Machine Learning Engineer,MI,FT,6956364.0,AU,AU,L,100.0,83476.368,Machine Learning
2022,Data Scientist,EN,FT,6898914.0,AU,AU,M,50.0,82786.96800000001,Data Science
2022,Research Scientist,MI,FT,5160003.0,AT,AT,L,0.0,61920.036,Other
2022,Research Scientist,EN,FT,9548340.0,US,US,L,100.0,114580.08,Other
2022,Applied Data Scientist,MI,FT,12492412.0,US,US,L,100.0,149908.944,Data Science
2022,Business Data Analyst,MI,FT,5642432.0,CA,CA,L,50.0,67709.18400000001,Data Analytics
2022,Data Engineer,EN,FT,5172018.0,US,US,S,100.0,62064.216,Data Engineering
2022,Data Analytics Engineer,EN,FT,1591390.0,PK,PK,M,0.0,19096.68,Data Analytics
2022,Data Scientist,MI,FT,3819336.0,RU,US,S,100.0,45832.032,Data Science
2022,Data Science Manager,SE,FT,12134349.0,US,US,M,100.0,145612.188,Managerial
2022,Data Scientist,MI,FT,9735010.0,CH,CH,L,0.0,116820.12,Data Science
2022,Applied Data Scientist,SE,FT,30236410.0,US,US,L,100.0,362836.92,Data Science
2022,Computer Vision Engineer,EN,FT,795695.0,PT,LU,M,100.0,9548.34,Other
2022,Data Analytics Lead,SE,FT,32225648.0,US,US,L,100.0,386707.776,Data Analytics
2022,Data Scientist,MI,FT,10741883.0,US,US,L,100.0,128902.596,Data Science
2022,Data Scientist,MI,FT,6206421.0,US,US,M,100.0,74477.052,Data Science
2022,Data Analyst,SE,FT,10741883.0,US,US,M,100.0,128902.596,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Analyst,MI,FT,5967713.0,CA,CA,M,0.0,71612.556,Data Analytics
2022,Machine Learning Engineer,SE,FT,15325086.0,US,US,M,100.0,183901.032,Machine Learning
2022,Data Architect,SE,FT,21197315.0,US,US,M,100.0,254367.78,Data Engineering
2022,Data Architect,SE,FT,16957852.0,US,US,M,100.0,203494.224,Data Engineering
2022,Data Analyst,SE,FT,8983397.0,US,US,M,100.0,107800.764,Data Analytics
2022,Data Engineer,SE,FT,12333273.0,US,US,M,100.0,147999.276,Data Engineering
2022,Data Scientist,MI,FT,11243170.0,US,US,M,0.0,134918.04,Data Science
2022,Data Scientist,MI,FT,8124046.0,US,US,M,0.0,97488.552,Data Science
2022,Data Analyst,SE,FT,6498123.0,US,US,M,100.0,77977.476,Data Analytics
2022,Data Engineer,MI,FT,16446936.0,US,US,M,0.0,197363.232,Data Engineering
2022,Data Engineer,MI,FT,7885337.0,US,US,M,0.0,94624.044,Data Engineering
2022,Data Engineer,SE,FT,10344035.0,US,US,M,100.0,124128.42,Data Engineering
2022,Data Engineer,SE,FT,9150493.0,US,US,M,100.0,109805.916,Data Engineering
2022,Data Engineer,SE,FT,10344035.0,US,US,M,100.0,124128.42,Data Engineering
2022,Data Analyst,SE,FT,7881359.0,US,US,M,100.0,94576.308,Data Analytics
2022,Data Engineer,SE,FT,12731120.0,US,US,M,100.0,152773.44,Data Engineering
2022,Data Scientist,SE,FT,14004232.0,US,US,M,100.0,168050.784,Data Science
2022,Data Scientist,SE,FT,11458008.0,US,US,M,100.0,137496.096,Data Science
2022,Data Engineer,SE,FT,15921857.0,US,US,M,100.0,191062.284,Data Engineering
2022,Data Engineer,SE,FT,11537578.0,US,US,M,100.0,138450.93600000002,Data Engineering
2022,Data Engineer,SE,FT,5609650.0,US,US,M,0.0,67315.8,Data Engineering
2022,Data Scientist,SE,FT,11171558.0,US,US,M,0.0,134058.696,Data Science
2022,Analytics Engineer,SE,FT,14696487.0,US,US,M,0.0,176357.844,Data Analytics
2022,Data Engineer,SE,FT,13932619.0,US,US,M,100.0,167191.428,Data Engineering
2022,Data Engineer,SE,FT,11159622.0,US,US,M,100.0,133915.464,Data Engineering
2022,Data Engineer,SE,FT,4296753.0,US,US,M,0.0,51561.036,Data Engineering
2022,Data Analyst,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Analytics
2022,Data Analyst,SE,FT,6365560.0,US,US,M,100.0,76386.72,Data Analytics
2022,Data Scientist,SE,FT,11139730.0,US,US,M,100.0,133676.76,Data Science
2022,Data Scientist,SE,FT,11139730.0,US,US,M,100.0,133676.76,Data Science
2022,Data Analyst,SE,FT,5490296.0,US,US,M,100.0,65883.552,Data Analytics
2022,Data Scientist,SE,FT,16709595.0,US,US,M,100.0,200515.14,Data Science
2022,Data Analyst,SE,FT,11941393.0,US,US,M,100.0,143296.716,Data Analytics
2022,Data Engineer,SE,FT,7956950.0,US,US,M,100.0,95483.4,Data Engineering
2022,Data Engineer,SE,FT,1989238.0,US,US,M,100.0,23870.856,Data Engineering
2022,Data Analyst,SE,FT,8455055.0,US,US,M,100.0,101460.66,Data Analytics
2022,Data Engineer,SE,FT,17514043.0,US,US,M,100.0,210168.516,Data Engineering
2022,Data Engineer,SE,FT,12737486.0,US,US,M,100.0,152849.832,Data Engineering
2022,Data Analyst,SE,FT,8354798.0,US,US,M,100.0,100257.576,Data Analytics
2022,Data Analyst,MI,FT,3644840.0,GB,GB,M,0.0,43738.08,Data Analytics
2022,Data Scientist,SE,FT,11139730.0,US,US,M,100.0,133676.76,Data Science
2022,Data Architect,SE,FT,11525960.0,US,US,M,100.0,138311.52,Data Engineering
2022,Data Scientist,SE,FT,18300985.0,US,US,M,100.0,219611.82,Data Science
2022,Data Scientist,SE,FT,11935425.0,US,US,M,100.0,143225.1,Data Science
2022,Data Analytics Manager,SE,FT,8695355.0,US,US,M,100.0,104344.26,Data Analytics
2022,Data Scientist,SE,FT,16709595.0,US,US,M,100.0,200515.14,Data Science
2022,Data Analyst,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Analytics
2022,Data Scientist,MI,FT,10344035.0,US,US,M,100.0,124128.42,Data Science
2022,Data Analyst,EN,FT,4137614.0,CA,CA,M,0.0,49651.368,Data Analytics
2022,Data Engineer,SE,FT,12253703.0,US,US,M,100.0,147044.43600000002,Data Engineering
2022,Data Engineer,SE,FT,10025757.0,US,US,M,100.0,120309.084,Data Engineering
2022,Data Analyst,SE,FT,10264466.0,US,US,M,0.0,123173.592,Data Analytics
2022,Data Analyst,SE,FT,11935425.0,US,US,M,100.0,143225.1,Data Analytics
2022,AI Scientist,MI,FT,15913900.0,IN,US,L,100.0,190966.8,Machine Learning